Ticker,CIK,Sector,MarketCap_B,Status
QTWO,1410384,Technology,3.13,Pass
COLM,1050797,Consumer Cyclical,3.12,Pass
CLBT,1854587,Technology,3.12,Pass
EEFT,1029199,Technology,3.1,Pass
ZGN,1877787,Consumer Cyclical,3.08,Pass
CAKE,887596,Consumer Cyclical,3.06,Pass
POWI,833640,Technology,3.05,Pass
MANU,1549107,Communication Services,3.05,Pass
GBTG,1820872,Consumer Cyclical,3.05,Pass
DAVE,1841408,Technology,3.05,Pass
QLYS,1107843,Technology,3.05,Pass
ITGR,1114483,Healthcare,3.03,Pass
HOVNP,357294,Unknown,3.03,Pass
SYNA,817720,Technology,3.03,Pass
BELFB,729580,Technology,3.01,Pass
IPAR,822663,Consumer Defensive,3.01,Pass
ATS,1394832,Industrials,2.99,Pass
ADEA,1803696,Technology,2.98,Pass
DBD,28823,Technology,2.98,Pass
BELFA,729580,Technology,2.97,Pass
BATRK,1958140,Communication Services,2.96,Pass
SGIPF,2027330,Healthcare,2.95,Pass
PRVA,1759655,Healthcare,2.94,Pass
LCII,763744,Consumer Cyclical,2.93,Pass
NHKGF,2087500,Consumer Cyclical,2.93,Pass
YETI,1670592,Consumer Cyclical,2.92,Pass
EBOSY,1533082,Healthcare,2.91,Pass
WRBY,1504776,Healthcare,2.9,Pass
HAE,313143,Healthcare,2.9,Pass
KMT,55242,Industrials,2.9,Pass
CON,2014596,Healthcare,2.89,Pass
CDGLF,1448611,Industrials,2.88,Pass
SUPN,1356576,Healthcare,2.88,Pass
MSGE,1952073,Consumer Cyclical,2.87,Pass
UNFI,1020859,Consumer Defensive,2.86,Pass
GPK,1408075,Consumer Cyclical,2.86,Pass
GRBK,1373670,Consumer Cyclical,2.86,Pass
COCO,1482981,Consumer Defensive,2.84,Pass
RHI,315213,Industrials,2.83,Pass
MGRC,752714,Industrials,2.83,Pass
DJT,1849635,Communication Services,2.82,Pass
MBUMF,1534281,Consumer Cyclical,2.81,Pass
SBLK,1386716,Industrials,2.81,Pass
PASTF,1789135,Consumer Cyclical,2.8,Pass
SHOO,913241,Consumer Cyclical,2.8,Pass
RMTHF,876779,Technology,2.77,Pass
PBH,1295947,Healthcare,2.77,Pass
MTPLF,2100603,Consumer Cyclical,2.76,Pass
RLX,1828365,Consumer Defensive,2.75,Pass
KYIV,2062440,Communication Services,2.74,Pass
EXOSF,2109666,Industrials,2.73,Pass
BWLP,1649313,Industrials,2.73,Pass
VRNS,1361113,Technology,2.73,Pass
WRD,1867729,Technology,2.72,Pass
BKE,885245,Consumer Cyclical,2.72,Pass
SLNO,1484565,Healthcare,2.72,Pass
ATRO,8063,Industrials,2.72,Pass
PII,931015,Consumer Cyclical,2.71,Pass
RXO,1929561,Industrials,2.71,Pass
ATROB,8063,Industrials,2.71,Pass
UAA,1336917,Consumer Cyclical,2.7,Pass
PLAB,810136,Technology,2.7,Pass
HOG,793952,Consumer Cyclical,2.7,Pass
PTRN,1811935,Technology,2.7,Pass
VCYT,1384101,Healthcare,2.7,Pass
MH,1951070,Consumer Defensive,2.67,Pass
TRN,99780,Industrials,2.67,Pass
WOR,108516,Industrials,2.67,Pass
NCHEF,1570299,Consumer Defensive,2.66,Pass
WRB-PE,11544,Unknown,2.65,Pass
SMSEY,1560968,Consumer Cyclical,2.64,Pass
CXT,25445,Industrials,2.64,Pass
CHEF,1517175,Consumer Defensive,2.63,Pass
SHTPY,2018852,Healthcare,2.63,Pass
TROLB,98677,Consumer Defensive,2.63,Pass
UA,1336917,Consumer Cyclical,2.62,Pass
LMAT,1158895,Healthcare,2.62,Pass
PHIN,1968915,Consumer Cyclical,2.61,Pass
TOMYF,1826779,Consumer Cyclical,2.61,Pass
HNI,48287,Consumer Cyclical,2.59,Pass
AAPG,2023311,Healthcare,2.59,Pass
VECO,103145,Technology,2.58,Pass
BRZE,1676238,Technology,2.58,Pass
CALY,837465,Consumer Cyclical,2.56,Pass
FIGS,1846576,Consumer Cyclical,2.56,Pass
STUB,1337634,Communication Services,2.55,Pass
SAM,949870,Consumer Defensive,2.55,Pass
VC,1111335,Consumer Cyclical,2.54,Pass
ADMA,1368514,Healthcare,2.54,Pass
CDLR,1978867,Industrials,2.54,Pass
TDC,816761,Technology,2.52,Pass
LFST,1845257,Healthcare,2.51,Pass
AMBA,1280263,Technology,2.5,Pass
OSW,1758488,Consumer Cyclical,2.49,Pass
NHC,1047335,Healthcare,2.48,Pass
KN,1587523,Technology,2.46,Pass
TY-P,99614,Unknown,2.46,Pass
AMBP,1845097,Consumer Cyclical,2.46,Pass
ACHC,1520697,Healthcare,2.45,Pass
RH,1528849,Consumer Cyclical,2.44,Pass
ARCB,894405,Industrials,2.44,Pass
VGNT,2078008,Consumer Cyclical,2.43,Pass
VNET,1508475,Technology,2.42,Pass
BB,1070235,Technology,2.42,Pass
SOHGY,1536787,Industrials,2.42,Pass
MLCO,1381640,Consumer Cyclical,2.42,Pass
ANDE,821026,Consumer Defensive,2.41,Pass
NHNKF,1543726,Healthcare,2.41,Pass
XRAY,818479,Healthcare,2.41,Pass
HUBG,940942,Industrials,2.4,Pass
TSAT,1845840,Technology,2.4,Pass
GRND,1820144,Technology,2.4,Pass
OGN,1821825,Healthcare,2.4,Pass
GRDN,1802255,Healthcare,2.39,Pass
DRSHF,1671541,Industrials,2.39,Pass
VAC,1524358,Consumer Cyclical,2.39,Pass
DXPE,1020710,Industrials,2.38,Pass
XMTR,1657573,Industrials,2.38,Pass
BCRX,882796,Healthcare,2.37,Pass
TRTN-PA,1660734,Industrials,2.36,Pass
GEO,923796,Industrials,2.36,Pass
BMRRY,1671235,Consumer Defensive,2.35,Pass
FRSH,1544522,Technology,2.35,Pass
CENT,887733,Consumer Defensive,2.34,Pass
NTCT,1078075,Technology,2.34,Pass
AEGXF,1309167,Industrials,2.34,Pass
ABM,771497,Industrials,2.33,Pass
NSIT,932696,Technology,2.33,Pass
EXTR,1078271,Technology,2.33,Pass
CECO,3197,Industrials,2.32,Pass
AERO,1561861,Industrials,2.31,Pass
NYAX,1901279,Technology,2.31,Pass
MCW,1853513,Consumer Cyclical,2.3,Pass
CSGS,1005757,Technology,2.29,Pass
SOCGP,92108,Unknown,2.28,Pass
ATKR,1666138,Industrials,2.28,Pass
ALRM,1459200,Technology,2.28,Pass
VRRM,1682745,Technology,2.28,Pass
SEDG,1419612,Technology,2.28,Pass
TENB,1660280,Technology,2.26,Pass
WB,1595761,Communication Services,2.26,Pass
BMRPF,1671235,Consumer Defensive,2.26,Pass
CCU,888746,Consumer Defensive,2.25,Pass
ICHR,1652535,Technology,2.24,Pass
PAHC,1069899,Healthcare,2.23,Pass
DNOW,1599617,Industrials,2.23,Pass
HLIO,1024795,Industrials,2.23,Pass
BHE,863436,Technology,2.22,Pass
SAH,1043509,Consumer Cyclical,2.21,Pass
DXC,1688568,Technology,2.2,Pass
PRDO,1046568,Consumer Defensive,2.2,Pass
AEBZY,1174511,Consumer Defensive,2.2,Pass
WELPP,107815,Unknown,2.18,Pass
HURN,1289848,Industrials,2.18,Pass
ATHM,1527636,Communication Services,2.18,Pass
FXCNY,1164009,Technology,2.16,Pass
GLOB,1557860,Technology,2.15,Pass
VVX,1601548,Industrials,2.15,Pass
EVCM,1853145,Technology,2.15,Pass
PENN,921738,Consumer Cyclical,2.14,Pass
BHC,885590,Healthcare,2.14,Pass
CENTA,887733,Consumer Defensive,2.14,Pass
AUPH,1600620,Healthcare,2.13,Pass
BLBD,1589526,Industrials,2.13,Pass
DAC,1369241,Industrials,2.12,Pass
AVPT,1777921,Technology,2.11,Pass
SMTGF,1516684,Technology,2.11,Pass
KOSCF,1668501,Consumer Defensive,2.1,Pass
DRVN,1804745,Consumer Cyclical,2.1,Pass
STOK,1623526,Healthcare,2.1,Pass
ROG,84748,Technology,2.1,Pass
SPSC,1092699,Technology,2.09,Pass
CMRE,1503584,Industrials,2.08,Pass
SRBEF,2075141,Technology,2.08,Pass
WLY,107140,Communication Services,2.07,Pass
PTON,1639825,Consumer Cyclical,2.07,Pass
NCNO,1902733,Technology,2.07,Pass
FA,1210677,Industrials,2.06,Pass
NEOG,711377,Healthcare,2.05,Pass
ALG,897077,Industrials,2.05,Pass
LILAB,1712184,Communication Services,2.05,Pass
HTZ,1657853,Industrials,2.05,Pass
CURLF,1756770,Healthcare,2.04,Pass
FXCNF,1164009,Technology,2.04,Pass
DGII,854775,Technology,2.03,Pass
SEM,1320414,Healthcare,2.03,Pass
COTY,1024305,Consumer Defensive,2.02,Pass
WLYB,107140,Communication Services,2.01,Pass
ECO,1964954,Industrials,2.01,Pass
NMM,1415921,Industrials,2.01,Pass
FUN,1999001,Consumer Cyclical,2.0,Pass
EYE,1710155,Consumer Cyclical,2.0,Pass
IMAX,921582,Communication Services,2.0,Pass
HCTPF,1580226,Industrials,2.0,Pass
PRKS,1564902,Consumer Cyclical,2.0,Pass
CXW,1070985,Industrials,1.99,Pass
SKPJF,1447108,Communication Services,1.98,Pass
WGS,1818331,Healthcare,1.98,Pass
AVVSY,2082141,Industrials,1.97,Pass
MXL,1288469,Technology,1.97,Pass
FORTY,1045986,Technology,1.97,Pass
VERX,1806837,Technology,1.95,Pass
CMPR,1262976,Industrials,1.95,Pass
ANAB,1370053,Healthcare,1.95,Pass
GSG,1332174,Unknown,1.95,Pass
UTI,1261654,Consumer Defensive,1.95,Pass
AVVOF,2082141,Industrials,1.95,Pass
FDP,1047340,Consumer Defensive,1.95,Pass
CHA,2013649,Consumer Cyclical,1.94,Pass
CMGMF,1503154,Industrials,1.94,Pass
BL,1666134,Technology,1.94,Pass
GT,42582,Consumer Cyclical,1.93,Pass
PSIX,1137091,Industrials,1.92,Pass
MGNI,1595974,Communication Services,1.91,Pass
INTA,1565687,Technology,1.91,Pass
AGRO,1499505,Consumer Defensive,1.9,Pass
BRBR,1772016,Consumer Defensive,1.89,Pass
AGYS,78749,Technology,1.89,Pass
AHG,1702318,Healthcare,1.89,Pass
JELLF,2089509,Technology,1.89,Pass
GTM,1794515,Technology,1.88,Pass
EVTC,1559865,Technology,1.87,Pass
WIPKF,2074059,Consumer Cyclical,1.86,Pass
EPAC,6955,Industrials,1.86,Pass
OSSUY,1437545,Healthcare,1.86,Pass
OSSFF,1437545,Healthcare,1.86,Pass
WERN,793074,Industrials,1.85,Pass
MD,893949,Healthcare,1.84,Pass
TNET,937098,Industrials,1.84,Pass
COHU,21535,Technology,1.84,Pass
SPB,109177,Consumer Defensive,1.84,Pass
NNWWF,2073913,Consumer Defensive,1.83,Pass
ATEN,1580808,Technology,1.83,Pass
STRA,1013934,Consumer Defensive,1.83,Pass
PAYO,1845815,Technology,1.83,Pass
PCCOF,2089174,Consumer Defensive,1.83,Pass
AORT,784199,Healthcare,1.82,Pass
BLKB,1280058,Technology,1.82,Pass
SNIRF,1329213,Industrials,1.81,Pass
SEMR,1831840,Technology,1.81,Pass
MQ,1522540,Technology,1.81,Pass
AMSC,880807,Industrials,1.8,Pass
ARCO,1508478,Consumer Cyclical,1.8,Pass
VCEL,887359,Healthcare,1.8,Pass
ALKT,1529274,Technology,1.8,Pass
AXGN,805928,Healthcare,1.8,Pass
FLO,1128928,Consumer Defensive,1.8,Pass
RVLV,1746618,Consumer Cyclical,1.79,Pass
INVA,1080014,Healthcare,1.79,Pass
GRC,42682,Industrials,1.79,Pass
PBI,78814,Industrials,1.78,Pass
HIMX,1342338,Technology,1.78,Pass
ZD,1084048,Communication Services,1.78,Pass
CNXC,1803599,Technology,1.77,Pass
THR,1489096,Industrials,1.77,Pass
MCRI,907242,Consumer Cyclical,1.75,Pass
IPSOF,1582820,Industrials,1.75,Pass
HLF,1180262,Consumer Defensive,1.75,Pass
NWL,814453,Consumer Defensive,1.74,Pass
ANIP,1023024,Healthcare,1.74,Pass
ADUS,1468328,Healthcare,1.74,Pass
RAMP,733269,Technology,1.74,Pass
GCT,1857816,Technology,1.73,Pass
ATEC,1350653,Healthcare,1.73,Pass
AHCO,1725255,Healthcare,1.72,Pass
OMCL,926326,Healthcare,1.71,Pass
IMKTA,50493,Consumer Defensive,1.71,Pass
SGRY,1638833,Healthcare,1.71,Pass
DV,1819928,Communication Services,1.71,Pass
GTBIF,1795139,Healthcare,1.7,Pass
GRPFF,912892,Communication Services,1.7,Pass
WMK,105418,Consumer Defensive,1.7,Pass
LILAK,1712184,Communication Services,1.69,Pass
STGW,876883,Communication Services,1.69,Pass
TIC,2032966,Industrials,1.69,Pass
HRMY,1802665,Healthcare,1.69,Pass
SONO,1314727,Technology,1.68,Pass
PDFS,1120914,Technology,1.67,Pass
CBZ,944148,Industrials,1.67,Pass
ASGN,890564,Technology,1.67,Pass
TV,912892,Communication Services,1.67,Pass
HLMN,1822492,Industrials,1.67,Pass
AILLP,18654,Unknown,1.66,Pass
WLTH,1524566,Technology,1.66,Pass
YELP,1345016,Communication Services,1.66,Pass
SNDA,1043000,Healthcare,1.66,Pass
LILA,1712184,Communication Services,1.66,Pass
LWSCF,2073972,Healthcare,1.65,Pass
ASTH,1083446,Healthcare,1.63,Pass
ALGT,1362468,Industrials,1.63,Pass
INSP,1609550,Healthcare,1.63,Pass
CTOS,1709682,Industrials,1.62,Pass
ADNT,1670541,Consumer Cyclical,1.62,Pass
NVRI,45876,Industrials,1.62,Pass
OI,812074,Consumer Cyclical,1.62,Pass
KSS,885639,Consumer Cyclical,1.61,Pass
KARO,1828102,Technology,1.61,Pass
AIN,819793,Consumer Cyclical,1.61,Pass
CLVT,1764046,Technology,1.59,Pass
TILE,715787,Consumer Cyclical,1.59,Pass
CNXN,1050377,Technology,1.59,Pass
CYD,932695,Consumer Cyclical,1.59,Pass
FLYW,1580560,Technology,1.59,Pass
GBX,923120,Industrials,1.59,Pass
APPN,1441683,Technology,1.58,Pass
NSSC,69633,Industrials,1.58,Pass
PRGO,1585364,Healthcare,1.57,Pass
CTS,26058,Technology,1.57,Pass
TPB,1290677,Consumer Defensive,1.57,Pass
ARZTF,1423210,Consumer Defensive,1.56,Pass
DJTWW,1849635,,1.56,Pass
LEG,58492,Consumer Cyclical,1.55,Pass
ARLO,1736946,Industrials,1.55,Pass
BOBS,2085187,Consumer Cyclical,1.54,Pass
WBTN,1997859,Communication Services,1.53,Pass
PLPC,80035,Industrials,1.53,Pass
UFPT,914156,Healthcare,1.51,Pass
JJSF,785956,Consumer Defensive,1.51,Pass
IMOS,1123134,Technology,1.51,Pass
PRLB,1443669,Industrials,1.5,Pass
